measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Number,2011,8105.686800727885,8840.086190915992,7097.221428931027
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Number,2011,20705.90205537565,22373.12299022457,18630.376834312166
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Percent,2011,0.7223364478483802,0.7474959329431372,0.6650913906611826
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Percent,2011,0.656672568305395,0.6903292625110995,0.5816091180209245
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Percent,2011,0.6951293800444005,0.7210767783458918,0.6332206697496614
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Rate,2011,588.4517540318159,635.1205736402198,526.9830506802557
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Rate,2011,369.08385595491916,402.5239536795473,323.1644542841846
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Rate,2011,477.3791123742513,515.8172566232381,429.52742327170193
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Rate,2005,2324.265761914645,2550.150538511665,2130.923667945406
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Number,2005,1040.7182045937532,1205.9832802730807,905.4963921235368
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Number,2005,524.1105808741742,613.6661654452759,428.3561672841475
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Number,2005,1564.8287854679281,1779.569040674982,1366.4081314761534
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Percent,2005,0.6348557166247443,0.6727175977083084,0.5918361968740078
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Percent,2005,0.43654774940231394,0.47653678247599296,0.3853502658115465
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Percent,2005,0.5509855278410927,0.5831121443846482,0.5100839361398027
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Rate,2005,122.30949059203816,141.73212308733838,106.4176661508386
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Rate,2005,56.31255843383261,65.93477228195734,46.024317350067335
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Rate,2005,87.83247240881458,99.88565529737926,76.69529447668698
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Number,2005,10064.083215862136,11176.286094414509,8976.14648705514
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Number,2005,6820.6352715959365,7430.900034200057,6098.936809845651
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Number,2005,16884.71848745806,18345.273190675445,15420.90141042101
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Percent,2005,0.706372864693907,0.7307918950688664,0.6641546779689906
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Percent,2005,0.6397327281701378,0.671741979388832,0.5851994668025315
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Percent,2005,0.6778568388027884,0.7029554478281222,0.6350604886136729
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Rate,2005,516.2645181981939,573.3179895297396,460.455845010514
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Rate,2005,347.42474934186833,378.5099890207668,310.6633778288393
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Rate,2005,431.54702027063354,468.8765162041252,394.134143160136
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Number,2004,744579.9827847932,838765.9973588142,640925.3316713041
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Number,2004,598040.9586420765,682604.7229688569,510029.56355984556
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Number,2004,1342620.9414268686,1519953.6767445377,1154850.7869236998
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Percent,2004,0.5245159158381814,0.5730955681192457,0.46209855480208784
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Percent,2004,0.4946184430050977,0.5511171179607542,0.43199622039056745
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Percent,2004,0.5107591113839166,0.5624334137762835,0.45171988204950214
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Rate,2004,676.1778756750759,761.7113317515746,582.0456354668158
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Rate,2004,557.2213132227507,636.0131269410299,475.21718886036166
Deaths,World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2005,17705.399652405413,20251.126769683444,15337.542334576685
Deaths,World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2005,9874.545562377934,12016.470254962576,8274.444280578482
Deaths,World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2005,27579.945214783358,31391.246479192785,24323.55811794334
Deaths,World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2005,0.142540106374472,0.16257696689334866,0.12307808772566375
Deaths,World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2005,0.17674884867289284,0.20913288440241223,0.14997009163232977
Deaths,World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2005,0.15316920323237065,0.17293002572070096,0.1356848206315524
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Number,2005,4893437.241960476,5194001.553525538,4623071.903235089
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Number,2005,3919746.336745033,4162001.8961414592,3661654.3681903477
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Number,2005,8813183.578705521,9225012.277699905,8372928.444865093
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Percent,2005,0.7368824601505437,0.7556876246324393,0.7185717020451257
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Percent,2005,0.6699923382372891,0.6989677111003594,0.6358662487250629
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Percent,2005,0.7055511919339715,0.7285874701068197,0.6803768217201197
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Rate,2005,1534.5785965836465,1628.8353606164176,1449.7922099292123
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Rate,2005,1024.9820412615306,1088.3299154464962,957.4930738550171
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Rate,2005,1256.6937687457023,1315.4174473341502,1193.9166941035292
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2005,1460527.8778360393,1551243.0633057107,1378866.122777504
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2005,678685.4603103705,739801.7451415011,625579.0643211573
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2005,2139213.3381464067,2261728.580427752,2026773.5961576602
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2005,0.5723385956659163,0.5936907629854912,0.5553733264502314
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2005,0.5363359718960248,0.5605763540629795,0.5118349951732195
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2005,0.5604150709729169,0.5806938719367594,0.5434176974585129
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2005,227.4387859975468,241.56528913922858,214.72211641883231
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2005,106.91895066060881,116.54710600584208,98.55265955141549
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2005,167.52793133328714,177.1224513048084,158.7224526841381
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2004,20589.166077678834,21865.415128704783,19043.707996784397
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2004,15888.065431088486,16765.760563262484,14781.449418565617
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2004,36477.23150876727,38440.6240874314,34302.37872987693
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2004,0.33026308835279766,0.34414117466520494,0.3065478679503686
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Rate,2004,617.4628776002106,699.0170807735929,531.1085713700795
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2004,0.3306706233824098,0.34471395979862607,0.308996214901005
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2004,0.330439851608711,0.3409264399653272,0.31155654787940523
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2004,19.9838163796772,21.22254195963599,18.48379688425119
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2004,16.24201536660374,17.139263548630346,15.11074646805324
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2004,18.161431900533703,19.13897375709844,17.07860738223083
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Number,2005,392.9724938729601,540.1404677286048,261.0810132187271
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Number,2005,342.39279703522203,449.9686060491484,248.24272761961828
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Number,2005,735.3652909081832,986.4681631925804,524.954622815899
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2005,0.41426992375261884,0.4712142873797062,0.33385298041270817
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2005,0.41434976580503613,0.48205045294560195,0.3387378231784193
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2005,0.41432940944990454,0.46469581626576556,0.34495824963234645
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2005,66.11928887014828,90.88092467802615,43.92798783800019
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Rate,2005,63.41938173400312,83.3450091311724,45.9805242456056
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Rate,2005,64.83414397225624,86.97285513365429,46.28309768674826
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Number,2005,493998.9370413497,526465.2294058007,461286.52131725766
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Number,2005,449908.5508890921,482960.33998575545,414023.1691132507
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Number,2005,943907.4879304412,1006520.300256502,880550.8934130153
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2005,20172.091332256976,21423.942821035365,18619.39315117532
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2005,15618.76322676647,16455.158170497114,14516.820638523313
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2005,35790.854559023384,37684.7214273562,33641.865364471174
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2005,0.3312267464638868,0.3451898693912273,0.30771621777311187
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2005,0.33206144581678126,0.3458922640618761,0.3089013087833802
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2005,0.33159055393116965,0.3422352010680429,0.3115905321935325
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2005,19.682208212576896,20.903658247058917,18.16721760560546
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2005,16.050958378993503,16.91049765462671,14.918523347926525
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2005,17.913670533423208,18.861569306209695,16.83808055700586
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Percent,2005,0.6233916457822539,0.650489134262142,0.5961610036137995
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Percent,2005,0.6325537708272347,0.6628748483864481,0.5988906609487546
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Percent,2005,0.6277261576625454,0.652831510762214,0.6001474725414672
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Rate,2005,1793.2342519389383,1911.0880834675786,1674.4869835916866
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Rate,2005,1392.8391711559975,1495.1618019209513,1281.744226837857
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Rate,2005,1577.1357949852943,1681.7529410581956,1471.2758941586922
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Number,2005,8614.429689752742,9740.673115496573,7632.048441283348
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Number,2005,5947.327755002388,6468.768994663617,5331.191853593222
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Number,2005,14561.757444755129,15976.948160535827,13350.449890182783
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Percent,2005,0.7479803349144555,0.7719799313429522,0.7038885212298052
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Percent,2005,0.69364052794784,0.7293196256795623,0.6330485226416487
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Percent,2005,0.7247827965869181,0.751894172958659,0.6779090498888005
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Rate,2005,2778.040393051452,3141.2391005464806,2461.235347574016
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Rate,2005,1879.5684862784108,2044.3625857273312,1684.8474836265314
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Number,2005,15590.8263031833,18641.47132554929,12720.507327524694
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Number,2005,16585.592781041745,22830.99093895057,11700.023531589903
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Number,2005,32176.419084225032,40841.7895066488,24976.857361953276
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Percent,2005,0.2831275144617968,0.32819876199358433,0.24054996740657308
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Percent,2005,0.3738936265344724,0.45475388499853825,0.29717737072506367
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Percent,2005,0.3236751936330626,0.379380317876635,0.27104720896575063
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Rate,2005,59.80952963859656,71.51241442057768,48.79841165751634
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Rate,2005,62.462418893870016,85.98299371132336,44.0630480047517
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Rate,2005,61.14821147071088,77.61592037503053,47.46613200942794
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Number,2005,380815.76511496113,437116.0844796522,329890.8232393924
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Number,2005,451920.1201669688,535265.972376685,372763.9043832581
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Number,2005,832735.8852819307,968209.5047242914,708902.8894754126
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Percent,2005,0.5940378644356,0.630917089814864,0.5562397386986697
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Percent,2005,0.6768208193378874,0.7193126356371824,0.6314170542261569
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Percent,2005,0.6362715666630898,0.6760337808053611,0.5964328897705143
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Rate,2005,423.70443528342895,486.34547383258644,367.04416615639974
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Rate,2005,474.86389996943814,562.4411833441181,391.6889589644043
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Rate,2005,450.01551822841725,523.2262830545221,383.09541694950985
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2011,16472.74889991525,17405.25568753624,15000.394611795939
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2011,12905.359350435188,13572.049647527821,11877.384919668899
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2011,29378.108250350506,30705.37868068323,27321.017184951903
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2011,0.33186673379106235,0.34807577572049636,0.3030659270298322
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2011,0.33150372422388097,0.345031046174559,0.3048692486024105
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2011,0.33170561632945295,0.343580018471283,0.3091792668078868
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2011,16.284505672045547,17.20635618797932,14.828976792086515
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2011,13.440053674927517,14.134366257333546,12.369488249294017
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2011,14.899313176486439,15.572447662985667,13.85604504789415
Deaths,World Bank Upper Middle Income,Female,0-14 years,All causes,All risk factors,Rate,2011,57.29860561767254,62.63021799127104,52.34554122614274
Deaths,World Bank Upper Middle Income,Both,0-14 years,All causes,All risk factors,Rate,2011,63.94189794381767,70.49117156643078,57.905792445331144
Deaths,World Bank Low Income,Male,All ages,All causes,All risk factors,Number,2005,1620679.1282209137,1761204.2383497604,1473044.4288464077
Deaths,World Bank Low Income,Female,All ages,All causes,All risk factors,Number,2005,1503301.7722557408,1647941.0957543754,1360512.9250915283
Deaths,World Bank Low Income,Both,All ages,All causes,All risk factors,Number,2005,3123980.9004766494,3404281.7130951784,2849070.987935235
Deaths,World Bank Low Income,Male,All ages,All causes,All risk factors,Percent,2005,0.5623781510898641,0.5905304032321371,0.5288103122324321
Deaths,World Bank Low Income,Female,All ages,All causes,All risk factors,Percent,2005,0.5766834572668891,0.6088573115413707,0.5372221212161855
Deaths,World Bank Low Income,Both,All ages,All causes,All risk factors,Percent,2005,0.5691784915775273,0.5977953407006555,0.5365542070080087
Deaths,World Bank Low Income,Male,All ages,All causes,All risk factors,Rate,2005,663.2713116838712,720.7819394797611,602.8510477345997
Deaths,World Bank Low Income,Female,All ages,All causes,All risk factors,Rate,2005,603.2509694887392,661.2924178107355,545.952087738112
Deaths,World Bank Low Income,Both,All ages,All causes,All risk factors,Rate,2005,632.9660089621424,689.7592136340793,577.2650825771815
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Number,2011,531695.2297040906,568925.1919065731,493759.98420981155
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Number,2011,491251.9425460568,531358.2793591205,451546.29249753774
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Number,2011,1022947.1722501467,1096070.6031682417,946583.9373095017
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Percent,2011,0.6255545463261392,0.6514042261596422,0.5985639200640054
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Percent,2011,0.6292901103330152,0.6574903676763825,0.5967670233135488
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Percent,2011,0.6273417059927002,0.6514910334027367,0.599460676047245
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Rate,2011,1655.783821499114,1771.723866934925,1537.647411306041
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Rate,2011,1283.721590006731,1388.5260009494627,1179.964239046726
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Rate,2011,1453.4796772625302,1557.3789045680571,1344.9770946393214
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Number,2011,4025678.503103091,4253268.980901436,3830649.787656239
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Number,2011,3243163.648146587,3419260.118699948,3052240.7325847363
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Number,2011,7268842.151249664,7574720.220914755,6956767.476530953
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Percent,2011,0.7070491695214459,0.7306927675692667,0.6874240341741547
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Percent,2011,0.6570762157666236,0.6860468642800718,0.6255389394331748
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Percent,2011,0.6838397046747928,0.7040990108101677,0.6604614290829374
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Rate,2011,1558.2740737271872,1646.370612163373,1482.7816590500381
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Rate,2011,1130.4722305526093,1191.854322687452,1063.9220722397063
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Rate,2011,1333.1750747065873,1389.2760341017145,1275.9375987613105
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Number,2006,10555.983965780335,11728.742794932201,9432.227725257351
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Number,2006,7027.456013597822,7673.516151320463,6261.67421611019
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Number,2006,17583.439979378145,19143.90057765104,16008.845812979489
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Percent,2006,0.6860078996504428,0.7103061274292637,0.6421005651943831
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Percent,2006,0.6297501625630121,0.6606834686190605,0.5711325018948369
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Percent,2006,0.6623779026519745,0.6868660429224477,0.6167377490729559
Deaths,Lebanon,Male,All ages,All causes,All risk factors,Rate,2006,534.9566005495817,594.3897219470163,478.00683440505645
Deaths,Lebanon,Female,All ages,All causes,All risk factors,Rate,2006,352.2386746623842,384.6212845603744,313.8552305105194
Deaths,Lebanon,Both,All ages,All causes,All risk factors,Rate,2006,443.0947806049341,482.41768597756305,403.4157156710834
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Number,2005,3128.921987911045,3745.1743046802126,2570.4035957136325
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Number,2005,1163.1312798465149,1367.1021689643899,958.1780242127501
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Number,2005,4292.053267757562,5048.758745584659,3562.289834651254
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Percent,2005,0.12769452273382917,0.1530868055162171,0.10504937826322155
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Percent,2005,0.11556598717796328,0.1360192021437226,0.0951064903285943
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Percent,2005,0.12416320484770686,0.1463590765923038,0.1029367084194046
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Rate,2005,8.404194813933183,10.059430880756157,6.904030414396482
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Rate,2005,3.300853024575121,3.8797024957705393,2.719215693108539
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Rate,2005,5.922706186623713,6.966902037743733,4.915688302549621
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Number,2005,383668.8732719566,395538.0153663471,371544.63770040567
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Number,2005,153071.12247529734,158266.46319583082,147953.38291498122
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Number,2005,536739.9957472534,552899.0784212935,521271.28511528135
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Percent,2005,0.5692024511461051,0.5872871319007994,0.5516597259607606
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Percent,2005,0.4636479725307431,0.4794939275609008,0.4487636451425916
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Percent,2005,0.5344996476535452,0.5503695753133913,0.5187006466266938
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Rate,2005,138.49346943476556,142.77788962722988,134.11696780660708
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Rate,2005,56.58857627727659,58.50923204758879,54.696608734391894
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Rate,2005,98.02958622020833,100.98086281741627,95.20439839253177
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Number,2005,2509496.576688202,2591583.199868384,2426861.9139865995
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Number,2005,2391976.1650626976,2535578.202997138,2209910.553972126
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Number,2005,4901472.7417509,5118594.528716173,4650543.122805151
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Percent,2005,0.6499163774860481,0.6711965258551371,0.6285623363590109
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Percent,2005,0.5845555193983625,0.6192750986347073,0.5400348082022043
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Percent,2005,0.6162880066954284,0.6431598950437281,0.5848159621534871
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Rate,2005,998.7729965102113,1031.4432553058098,965.8846194353908
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Rate,2005,700.0436085955286,742.0706531395383,646.7596882745034
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Rate,2005,826.6283878166763,863.2457561415415,784.3093630473004
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Number,2006,714620.9216047548,808309.3730900278,614601.3835273972
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Number,2006,570434.7774203707,651280.2239746955,489237.60083630076
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Number,2006,1285055.6990251252,1456589.20215706,1112918.7631286585
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Percent,2006,0.5231146456266049,0.5692312362165436,0.46322603571193877
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Percent,2006,0.49263454033535337,0.5481955915100167,0.4315620029401169
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Percent,2006,0.5091271235703809,0.5582401062715914,0.45502560590086527
Deaths,World Bank Low Income,Male,0-14 years,All causes,All risk factors,Rate,2006,618.6005414261118,699.7004995465907,532.0201761760949
Deaths,World Bank Low Income,Female,0-14 years,All causes,All risk factors,Rate,2006,506.6921243351362,578.5035788237287,434.5682435306547
Deaths,World Bank Low Income,Both,0-14 years,All causes,All risk factors,Rate,2006,563.3680243396108,638.5682595051379,487.9032444351789
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Number,2006,499384.5306276112,532091.6459000553,464672.9087430498
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Number,2006,457257.5478398032,491520.600760941,421932.70141989307
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Number,2006,956642.0784674167,1020086.0532618089,891051.0833857204
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Percent,2006,0.6241652436834562,0.6505232749491561,0.59699834071553
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Percent,2006,0.6330779197592112,0.663143498472652,0.5994536691075522
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Percent,2006,0.628393304609478,0.6532363280760266,0.6006239291049021
Deaths,World Bank Low Income,Male,55+ years,All causes,All risk factors,Rate,2006,1768.4340278113903,1884.257350425424,1645.5122920819433
Deaths,World Bank Low Income,Female,55+ years,All causes,All risk factors,Rate,2006,1376.0612711463862,1479.1717837639583,1269.7554194501713
Deaths,World Bank Low Income,Both,55+ years,All causes,All risk factors,Rate,2006,1556.3191468614475,1659.5333739459338,1449.6120263980931
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Number,2006,16111.234648186708,19480.77950115559,12864.058884277243
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Number,2006,16933.66711397845,23189.913160480057,11891.637399959422
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Number,2006,33044.90176216516,42026.20168114026,25421.376783356238
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Percent,2006,0.2922195920459918,0.33675202026856305,0.2481057581313715
